Frequency_GHz,Dielectric_Constant,Height_mm,Patch_Width_mm,Patch_Length_mm,S11_dB,Gain_dBi
14.076157893447292,3.0,1.4603617523781238,7.468647690230235,5.349969553780769,-48.0,6.142023645724655
9.964816421318421,3.0,0.9631301395966414,10.60748176129444,8.253032633035573,-48.0,6.721677363827721
38.009677415487346,3.78,0.5413943819152267,2.5476202977447184,1.7522704859247817,-40.958347257667995,6.358728187776879
14.702272919395192,2.2,1.1638164937799311,8.113766031134723,6.1201720789963705,-48.0,7.003725460735937
37.18489969229315,3.0,0.8346785768766624,2.830980382004334,1.8184174779232491,-44.17734635576506,6.752314253663178
14.371340660319506,3.0,1.2299722265720117,7.448695904591871,5.331637532226604,-48.0,6.139928891835231
130.6296831398593,3.0,1.3403598769102267,0.807167002397453,-0.10738873041843523,-42.10492786869397,7.571594420166688
30.923388700144272,2.2,1.1737620891992424,3.8502876619803286,2.4282928200469103,-48.0,7.056023408860821
21.72229148278338,3.78,0.08491725934002467,4.496208641814065,3.5099244894974237,-23.96523888676399,5.853651364282215
27.366216119899644,2.2,1.3447937721747076,4.342866406548287,2.6887208720135773,-48.0,6.999488650026214
21.153670865607673,3.0,0.9958072745887752,5.039185632613391,3.5226659268434757,-47.836003843882665,6.296796998649247
33.239511921744615,2.2,1.2705128915438542,3.578659351484893,2.1271861169383244,-48.0,6.800745111738485
34.16876771792664,2.2,0.1705180111142578,3.4505096254346173,2.876159315997587,-37.69792669170423,6.61387738971208
10.726928042495345,3.78,0.15684114420331197,9.075967488903009,7.130558639584555,-38.61453445186414,5.908504698365843
5.985087899818769,3.0,1.3678047758754492,17.887457569770483,13.955951309574315,-48.0,5.940811615596761
19.201159746074598,3.78,1.1213440914731188,5.0382437714236525,3.410040189798679,-48.0,5.924238172627611
32.30975667855686,3.0,1.2535475731112178,3.2567980085523898,1.8893614870345616,-46.50857453914436,6.052198013186712
12.265575494895142,3.78,1.2959567358534183,7.916193842920332,5.6969910881429,-47.823054465000496,5.375366534901389
28.8093757106455,2.2,1.1225080453082763,4.143486540696218,2.7072132450993966,-48.0,6.8506513409815755
10.144585965022015,2.2,1.1265281166836305,11.645062704061534,9.208021458757273,-48.0,7.254721268695311
15.0516703062155,2.2,1.1979576342729028,7.816560626831194,5.900332050110271,-48.0,6.828975865113077
5.644595457045584,3.78,0.6019865934614326,17.232235091364192,13.45555111833608,-48.0,4.89811081725731
26.58758255065025,3.0,0.8690947852466951,3.981815411517356,2.7505739406900584,-43.122941137858334,6.2326707080338
116.81739203802977,3.78,1.2695820653018703,0.8272305651655557,-0.03082588002753098,-37.39341371291436,6.603952037150784
36.99571413249408,3.0,0.7294051562555346,2.8785692989895915,1.912209123928685,-42.21089821309154,6.225954322412701
19.495128868487342,3.78,0.7346222751580257,5.007020833926203,3.6065636505350493,-45.08478258824662,5.525114911594229
30.14947718391602,3.0,0.36435799831462723,3.5406473224135815,2.715212628035674,-42.93540474785976,6.176136459976183
5.379608777180446,2.2,0.39024690705589504,22.17234276880768,18.736467745077178,-48.0,6.525366294002588
208.78026460758687,3.0,0.19300695743204188,0.508006330880621,0.29228391257089076,-19.045423115389546,7.6371683993905055
19.38117071315965,2.2,0.6818336325146624,6.128482667641809,4.762156895016949,-48.0,6.888658802189909
29.09693053895787,3.0,1.2880684312894928,3.6515208467846247,2.18608886935463,-48.0,6.715813294079309
10.143164589584389,3.0,0.05696723443899215,10.457139929570223,8.563663674320779,-32.459991990694654,5.737413136144008
264.63558544180387,2.2,0.34111132761315566,0.44653898679305287,0.13684555699482023,-23.47119135246798,9.689239244772569
252.52257087741475,2.2,0.38981453363476093,0.47107655295315076,0.12234417476807816,-25.430976586431417,9.60038368281228
33.433462170383315,3.0,0.6476942667218847,3.16329846466112,2.205968034387648,-48.0,5.722946884321046
27.643814341992393,2.2,1.3056729917586263,4.257087449710995,2.6845297876739487,-44.739709427600566,6.350368920769142
30.84371146134748,3.78,0.0895001697317091,3.142128615656005,2.4593586474909737,-21.132155767771426,5.963420395036551
14.56336606097741,3.0,1.0601217848405091,7.223378167404615,5.339602403241554,-48.0,5.887064312629547
12.200149328011852,3.78,1.4285992938288676,7.9704457393172525,5.653496843540768,-47.8547529362093,5.395783892887396
32.83658874410515,3.78,0.49127554689978764,2.971423399760724,2.118211946551114,-44.28440129138085,6.442752206645931
32.91876450894223,3.0,0.11467732744270165,3.218137672543988,2.597370808794653,-32.18263553182545,6.572485808830703
253.74898802986795,3.0,1.2786277232890944,0.41627841226200585,-0.31480714222409895,-34.14003855379776,8.322800380511444
16.990533333235827,2.2,0.9082603284948979,7.010122525578058,5.336210231997249,-46.487163397026926,7.0027453937653705
38.00869014158168,3.0,1.4190839537007234,2.809396981473786,1.3677990350006115,-48.0,6.386676360602621
19.794809765237844,2.2,0.833478364235299,5.941092483934365,4.5607330958810675,-48.0,7.1963143903666875
33.665172587161464,3.78,0.7201232986984296,2.8730135963035064,1.9223485500395088,-40.378750276996215,6.035382735267904
131.59664693509353,3.78,0.10854928761276067,0.7366775899629794,0.5375039647055209,-16.77629254802237,6.679431094101743
155.59561800191727,3.0,0.9258630933957016,0.6813266801623425,0.0074709840611489435,-41.958141775817595,7.615087180302453
27.2004266502139,3.78,1.3693650580937333,3.578320948737801,2.0496053636049187,-44.31166807775741,4.585015586429877
287.00525867144773,3.0,0.4071688152931225,0.36616639215167535,0.05354939621654555,-16.721269205567616,9.260078212375376
280.47208860744723,3.0,1.0078004591607657,0.37779691337884785,-0.22160435797572609,-32.5691346605252,8.329890228591161
39.06865929295352,3.78,1.1208172781092511,2.49371003798544,1.3302694058107372,-48.0,5.497590591089601
36.3241800647379,3.78,1.2721446491754247,2.666644680984496,1.3671639992765794,-47.905672840461804,6.461554080541571
15.672071147139503,3.0,1.3178281635967777,6.719274895881458,4.74267707316633,-48.0,6.835582588943241
